center,left,right,steering,throttle,brake,speed
IMG/center_2020_02_08_19_13_04_547.jpg,IMG/left_2020_02_08_19_13_04_547.jpg,IMG/right_2020_02_08_19_13_04_547.jpg,0,1,0,30.19012
IMG/center_2020_02_08_19_13_04_656.jpg,IMG/left_2020_02_08_19_13_04_656.jpg,IMG/right_2020_02_08_19_13_04_656.jpg,0,1,0,30.19029
IMG/center_2020_02_08_19_13_04_763.jpg,IMG/left_2020_02_08_19_13_04_763.jpg,IMG/right_2020_02_08_19_13_04_763.jpg,0,1,0,30.19027
IMG/center_2020_02_08_19_13_04_874.jpg,IMG/left_2020_02_08_19_13_04_874.jpg,IMG/right_2020_02_08_19_13_04_874.jpg,-0.15,1,0,30.18424
IMG/center_2020_02_08_19_13_04_992.jpg,IMG/left_2020_02_08_19_13_04_992.jpg,IMG/right_2020_02_08_19_13_04_992.jpg,0,1,0,30.18882
IMG/center_2020_02_08_19_13_05_101.jpg,IMG/left_2020_02_08_19_13_05_101.jpg,IMG/right_2020_02_08_19_13_05_101.jpg,0,1,0,30.19015
IMG/center_2020_02_08_19_13_05_212.jpg,IMG/left_2020_02_08_19_13_05_212.jpg,IMG/right_2020_02_08_19_13_05_212.jpg,0,1,0,30.19029
IMG/center_2020_02_08_19_13_05_314.jpg,IMG/left_2020_02_08_19_13_05_314.jpg,IMG/right_2020_02_08_19_13_05_314.jpg,0,1,0,30.19027
IMG/center_2020_02_08_19_13_05_429.jpg,IMG/left_2020_02_08_19_13_05_429.jpg,IMG/right_2020_02_08_19_13_05_429.jpg,0,1,0,30.19034
IMG/center_2020_02_08_19_13_05_540.jpg,IMG/left_2020_02_08_19_13_05_540.jpg,IMG/right_2020_02_08_19_13_05_540.jpg,0,1,0,30.19032
IMG/center_2020_02_08_19_13_05_651.jpg,IMG/left_2020_02_08_19_13_05_651.jpg,IMG/right_2020_02_08_19_13_05_651.jpg,0,1,0,30.18997
IMG/center_2020_02_08_19_13_05_762.jpg,IMG/left_2020_02_08_19_13_05_762.jpg,IMG/right_2020_02_08_19_13_05_762.jpg,0,1,0,30.19028
IMG/center_2020_02_08_19_13_05_877.jpg,IMG/left_2020_02_08_19_13_05_877.jpg,IMG/right_2020_02_08_19_13_05_877.jpg,0,1,0,30.19037
IMG/center_2020_02_08_19_13_05_983.jpg,IMG/left_2020_02_08_19_13_05_983.jpg,IMG/right_2020_02_08_19_13_05_983.jpg,0,1,0,30.19023
IMG/center_2020_02_08_19_13_06_101.jpg,IMG/left_2020_02_08_19_13_06_101.jpg,IMG/right_2020_02_08_19_13_06_101.jpg,-0.1,1,0,30.1877
IMG/center_2020_02_08_19_13_06_215.jpg,IMG/left_2020_02_08_19_13_06_215.jpg,IMG/right_2020_02_08_19_13_06_215.jpg,-0.4,1,0,30.15755
IMG/center_2020_02_08_19_13_06_326.jpg,IMG/left_2020_02_08_19_13_06_326.jpg,IMG/right_2020_02_08_19_13_06_326.jpg,0,1,0,30.1896
IMG/center_2020_02_08_19_13_06_436.jpg,IMG/left_2020_02_08_19_13_06_436.jpg,IMG/right_2020_02_08_19_13_06_436.jpg,0,1,0,30.1902
IMG/center_2020_02_08_19_13_06_540.jpg,IMG/left_2020_02_08_19_13_06_540.jpg,IMG/right_2020_02_08_19_13_06_540.jpg,0,1,0,30.19029
IMG/center_2020_02_08_19_13_06_653.jpg,IMG/left_2020_02_08_19_13_06_653.jpg,IMG/right_2020_02_08_19_13_06_653.jpg,0,1,0,30.1903
IMG/center_2020_02_08_19_13_06_762.jpg,IMG/left_2020_02_08_19_13_06_762.jpg,IMG/right_2020_02_08_19_13_06_762.jpg,0,1,0,30.19032
IMG/center_2020_02_08_19_13_06_864.jpg,IMG/left_2020_02_08_19_13_06_864.jpg,IMG/right_2020_02_08_19_13_06_864.jpg,-0.1,1,0,30.18775
IMG/center_2020_02_08_19_13_06_978.jpg,IMG/left_2020_02_08_19_13_06_978.jpg,IMG/right_2020_02_08_19_13_06_978.jpg,0,1,0,30.18932
IMG/center_2020_02_08_19_13_07_087.jpg,IMG/left_2020_02_08_19_13_07_087.jpg,IMG/right_2020_02_08_19_13_07_087.jpg,0,1,0,30.19027
IMG/center_2020_02_08_19_13_07_179.jpg,IMG/left_2020_02_08_19_13_07_179.jpg,IMG/right_2020_02_08_19_13_07_179.jpg,0,1,0,30.19027
IMG/center_2020_02_08_19_13_07_274.jpg,IMG/left_2020_02_08_19_13_07_274.jpg,IMG/right_2020_02_08_19_13_07_274.jpg,0,1,0,30.19029
IMG/center_2020_02_08_19_13_07_373.jpg,IMG/left_2020_02_08_19_13_07_373.jpg,IMG/right_2020_02_08_19_13_07_373.jpg,0,1,0,30.19031
IMG/center_2020_02_08_19_13_07_471.jpg,IMG/left_2020_02_08_19_13_07_471.jpg,IMG/right_2020_02_08_19_13_07_471.jpg,0,1,0,30.1903
IMG/center_2020_02_08_19_13_07_573.jpg,IMG/left_2020_02_08_19_13_07_573.jpg,IMG/right_2020_02_08_19_13_07_573.jpg,0,1,0,30.19029
IMG/center_2020_02_08_19_13_07_678.jpg,IMG/left_2020_02_08_19_13_07_678.jpg,IMG/right_2020_02_08_19_13_07_678.jpg,-0.15,1,0,30.18424
IMG/center_2020_02_08_19_13_07_763.jpg,IMG/left_2020_02_08_19_13_07_763.jpg,IMG/right_2020_02_08_19_13_07_763.jpg,0,1,0,30.19103
IMG/center_2020_02_08_19_13_07_860.jpg,IMG/left_2020_02_08_19_13_07_860.jpg,IMG/right_2020_02_08_19_13_07_860.jpg,0,1,0,30.19018
IMG/center_2020_02_08_19_13_07_959.jpg,IMG/left_2020_02_08_19_13_07_959.jpg,IMG/right_2020_02_08_19_13_07_959.jpg,0,1,0,30.19025
IMG/center_2020_02_08_19_13_08_058.jpg,IMG/left_2020_02_08_19_13_08_058.jpg,IMG/right_2020_02_08_19_13_08_058.jpg,0,1,0,30.1903
IMG/center_2020_02_08_19_13_08_155.jpg,IMG/left_2020_02_08_19_13_08_155.jpg,IMG/right_2020_02_08_19_13_08_155.jpg,0,1,0,30.19025
IMG/center_2020_02_08_19_13_08_252.jpg,IMG/left_2020_02_08_19_13_08_252.jpg,IMG/right_2020_02_08_19_13_08_252.jpg,-0.25,1,0,30.17487
IMG/center_2020_02_08_19_13_08_349.jpg,IMG/left_2020_02_08_19_13_08_349.jpg,IMG/right_2020_02_08_19_13_08_349.jpg,0,1,0,30.19001
IMG/center_2020_02_08_19_13_08_449.jpg,IMG/left_2020_02_08_19_13_08_449.jpg,IMG/right_2020_02_08_19_13_08_449.jpg,0,1,0,30.19026
IMG/center_2020_02_08_19_13_08_550.jpg,IMG/left_2020_02_08_19_13_08_550.jpg,IMG/right_2020_02_08_19_13_08_550.jpg,0,1,0,30.19029
IMG/center_2020_02_08_19_13_08_650.jpg,IMG/left_2020_02_08_19_13_08_650.jpg,IMG/right_2020_02_08_19_13_08_650.jpg,0,1,0,30.19033
IMG/center_2020_02_08_19_13_08_750.jpg,IMG/left_2020_02_08_19_13_08_750.jpg,IMG/right_2020_02_08_19_13_08_750.jpg,0,1,0,30.19032
IMG/center_2020_02_08_19_13_08_846.jpg,IMG/left_2020_02_08_19_13_08_846.jpg,IMG/right_2020_02_08_19_13_08_846.jpg,0,1,0,30.19032
IMG/center_2020_02_08_19_13_08_946.jpg,IMG/left_2020_02_08_19_13_08_946.jpg,IMG/right_2020_02_08_19_13_08_946.jpg,0,1,0,30.19029
IMG/center_2020_02_08_19_13_09_043.jpg,IMG/left_2020_02_08_19_13_09_043.jpg,IMG/right_2020_02_08_19_13_09_043.jpg,-0.1,1,0,30.18764
IMG/center_2020_02_08_19_13_09_143.jpg,IMG/left_2020_02_08_19_13_09_143.jpg,IMG/right_2020_02_08_19_13_09_143.jpg,0,1,0,30.19104
IMG/center_2020_02_08_19_13_09_242.jpg,IMG/left_2020_02_08_19_13_09_242.jpg,IMG/right_2020_02_08_19_13_09_242.jpg,0,1,0,30.1902
IMG/center_2020_02_08_19_13_09_340.jpg,IMG/left_2020_02_08_19_13_09_340.jpg,IMG/right_2020_02_08_19_13_09_340.jpg,0,1,0,30.11828
IMG/center_2020_02_08_19_13_09_440.jpg,IMG/left_2020_02_08_19_13_09_440.jpg,IMG/right_2020_02_08_19_13_09_440.jpg,0,1,0,30.19537
IMG/center_2020_02_08_19_13_09_553.jpg,IMG/left_2020_02_08_19_13_09_553.jpg,IMG/right_2020_02_08_19_13_09_553.jpg,0,1,0,30.19237
IMG/center_2020_02_08_19_13_09_636.jpg,IMG/left_2020_02_08_19_13_09_636.jpg,IMG/right_2020_02_08_19_13_09_636.jpg,0,1,0,30.18892
IMG/center_2020_02_08_19_13_09_739.jpg,IMG/left_2020_02_08_19_13_09_739.jpg,IMG/right_2020_02_08_19_13_09_739.jpg,0,1,0,30.18939
IMG/center_2020_02_08_19_13_09_839.jpg,IMG/left_2020_02_08_19_13_09_839.jpg,IMG/right_2020_02_08_19_13_09_839.jpg,0,1,0,30.18972
IMG/center_2020_02_08_19_13_09_937.jpg,IMG/left_2020_02_08_19_13_09_937.jpg,IMG/right_2020_02_08_19_13_09_937.jpg,0,1,0,30.18986
IMG/center_2020_02_08_19_13_10_039.jpg,IMG/left_2020_02_08_19_13_10_039.jpg,IMG/right_2020_02_08_19_13_10_039.jpg,0,1,0,30.18991
IMG/center_2020_02_08_19_13_10_139.jpg,IMG/left_2020_02_08_19_13_10_139.jpg,IMG/right_2020_02_08_19_13_10_139.jpg,0,1,0,30.18991
IMG/center_2020_02_08_19_13_10_241.jpg,IMG/left_2020_02_08_19_13_10_241.jpg,IMG/right_2020_02_08_19_13_10_241.jpg,0,1,0,30.18992
IMG/center_2020_02_08_19_13_10_341.jpg,IMG/left_2020_02_08_19_13_10_341.jpg,IMG/right_2020_02_08_19_13_10_341.jpg,0,1,0,30.19047
IMG/center_2020_02_08_19_13_10_443.jpg,IMG/left_2020_02_08_19_13_10_443.jpg,IMG/right_2020_02_08_19_13_10_443.jpg,0,1,0,30.18991
IMG/center_2020_02_08_19_13_10_570.jpg,IMG/left_2020_02_08_19_13_10_570.jpg,IMG/right_2020_02_08_19_13_10_570.jpg,0,1,0,30.18993
IMG/center_2020_02_08_19_13_10_664.jpg,IMG/left_2020_02_08_19_13_10_664.jpg,IMG/right_2020_02_08_19_13_10_664.jpg,0,1,0,30.18993
IMG/center_2020_02_08_19_13_10_752.jpg,IMG/left_2020_02_08_19_13_10_752.jpg,IMG/right_2020_02_08_19_13_10_752.jpg,0,1,0,30.18993
IMG/center_2020_02_08_19_13_10_856.jpg,IMG/left_2020_02_08_19_13_10_856.jpg,IMG/right_2020_02_08_19_13_10_856.jpg,0,1,0,30.18991
IMG/center_2020_02_08_19_13_10_960.jpg,IMG/left_2020_02_08_19_13_10_960.jpg,IMG/right_2020_02_08_19_13_10_960.jpg,0,1,0,30.18994
IMG/center_2020_02_08_19_13_11_065.jpg,IMG/left_2020_02_08_19_13_11_065.jpg,IMG/right_2020_02_08_19_13_11_065.jpg,0,1,0,30.18995
IMG/center_2020_02_08_19_13_11_165.jpg,IMG/left_2020_02_08_19_13_11_165.jpg,IMG/right_2020_02_08_19_13_11_165.jpg,0,1,0,30.18992
IMG/center_2020_02_08_19_13_11_301.jpg,IMG/left_2020_02_08_19_13_11_301.jpg,IMG/right_2020_02_08_19_13_11_301.jpg,0,1,0,30.18993
IMG/center_2020_02_08_19_13_11_385.jpg,IMG/left_2020_02_08_19_13_11_385.jpg,IMG/right_2020_02_08_19_13_11_385.jpg,0,1,0,30.18993
IMG/center_2020_02_08_19_13_11_491.jpg,IMG/left_2020_02_08_19_13_11_491.jpg,IMG/right_2020_02_08_19_13_11_491.jpg,0,1,0,30.18992
IMG/center_2020_02_08_19_13_11_614.jpg,IMG/left_2020_02_08_19_13_11_614.jpg,IMG/right_2020_02_08_19_13_11_614.jpg,0,1,0,30.18995
IMG/center_2020_02_08_19_13_11_730.jpg,IMG/left_2020_02_08_19_13_11_730.jpg,IMG/right_2020_02_08_19_13_11_730.jpg,0,1,0,30.18993
IMG/center_2020_02_08_19_13_11_820.jpg,IMG/left_2020_02_08_19_13_11_820.jpg,IMG/right_2020_02_08_19_13_11_820.jpg,-0.1,1,0,30.18738
IMG/center_2020_02_08_19_13_11_915.jpg,IMG/left_2020_02_08_19_13_11_915.jpg,IMG/right_2020_02_08_19_13_11_915.jpg,0,1,0,30.18989
IMG/center_2020_02_08_19_13_12_016.jpg,IMG/left_2020_02_08_19_13_12_016.jpg,IMG/right_2020_02_08_19_13_12_016.jpg,0,1,0,30.18993
IMG/center_2020_02_08_19_13_12_119.jpg,IMG/left_2020_02_08_19_13_12_119.jpg,IMG/right_2020_02_08_19_13_12_119.jpg,0,1,0,30.18993
IMG/center_2020_02_08_19_13_12_223.jpg,IMG/left_2020_02_08_19_13_12_223.jpg,IMG/right_2020_02_08_19_13_12_223.jpg,0,1,0,30.18995
IMG/center_2020_02_08_19_13_12_332.jpg,IMG/left_2020_02_08_19_13_12_332.jpg,IMG/right_2020_02_08_19_13_12_332.jpg,0,1,0,30.18993
IMG/center_2020_02_08_19_13_12_432.jpg,IMG/left_2020_02_08_19_13_12_432.jpg,IMG/right_2020_02_08_19_13_12_432.jpg,0,1,0,30.18993
IMG/center_2020_02_08_19_13_12_536.jpg,IMG/left_2020_02_08_19_13_12_536.jpg,IMG/right_2020_02_08_19_13_12_536.jpg,0,1,0,30.18994
IMG/center_2020_02_08_19_13_12_642.jpg,IMG/left_2020_02_08_19_13_12_642.jpg,IMG/right_2020_02_08_19_13_12_642.jpg,0,1,0,30.18994
IMG/center_2020_02_08_19_13_12_748.jpg,IMG/left_2020_02_08_19_13_12_748.jpg,IMG/right_2020_02_08_19_13_12_748.jpg,0,1,0,30.18994
IMG/center_2020_02_08_19_13_12_851.jpg,IMG/left_2020_02_08_19_13_12_851.jpg,IMG/right_2020_02_08_19_13_12_851.jpg,0,1,0,30.18996
IMG/center_2020_02_08_19_13_12_976.jpg,IMG/left_2020_02_08_19_13_12_976.jpg,IMG/right_2020_02_08_19_13_12_976.jpg,0,1,0,30.18995
IMG/center_2020_02_08_19_13_13_099.jpg,IMG/left_2020_02_08_19_13_13_099.jpg,IMG/right_2020_02_08_19_13_13_099.jpg,0,1,0,30.18996
IMG/center_2020_02_08_19_13_13_195.jpg,IMG/left_2020_02_08_19_13_13_195.jpg,IMG/right_2020_02_08_19_13_13_195.jpg,0,1,0,30.18997
IMG/center_2020_02_08_19_13_13_278.jpg,IMG/left_2020_02_08_19_13_13_278.jpg,IMG/right_2020_02_08_19_13_13_278.jpg,0,1,0,30.18995
IMG/center_2020_02_08_19_13_13_389.jpg,IMG/left_2020_02_08_19_13_13_389.jpg,IMG/right_2020_02_08_19_13_13_389.jpg,0,1,0,30.18997
IMG/center_2020_02_08_19_13_13_496.jpg,IMG/left_2020_02_08_19_13_13_496.jpg,IMG/right_2020_02_08_19_13_13_496.jpg,0,1,0,30.18994
IMG/center_2020_02_08_19_13_13_610.jpg,IMG/left_2020_02_08_19_13_13_610.jpg,IMG/right_2020_02_08_19_13_13_610.jpg,0,1,0,30.18995
IMG/center_2020_02_08_19_13_13_716.jpg,IMG/left_2020_02_08_19_13_13_716.jpg,IMG/right_2020_02_08_19_13_13_716.jpg,0,1,0,30.18995
IMG/center_2020_02_08_19_13_13_823.jpg,IMG/left_2020_02_08_19_13_13_823.jpg,IMG/right_2020_02_08_19_13_13_823.jpg,0,1,0,30.18993
IMG/center_2020_02_08_19_13_13_934.jpg,IMG/left_2020_02_08_19_13_13_934.jpg,IMG/right_2020_02_08_19_13_13_934.jpg,0,1,0,30.18995
IMG/center_2020_02_08_19_13_14_049.jpg,IMG/left_2020_02_08_19_13_14_049.jpg,IMG/right_2020_02_08_19_13_14_049.jpg,0,1,0,30.18995
IMG/center_2020_02_08_19_13_14_166.jpg,IMG/left_2020_02_08_19_13_14_166.jpg,IMG/right_2020_02_08_19_13_14_166.jpg,0,1,0,30.18993
IMG/center_2020_02_08_19_13_14_285.jpg,IMG/left_2020_02_08_19_13_14_285.jpg,IMG/right_2020_02_08_19_13_14_285.jpg,0,1,0,30.18995
IMG/center_2020_02_08_19_13_14_399.jpg,IMG/left_2020_02_08_19_13_14_399.jpg,IMG/right_2020_02_08_19_13_14_399.jpg,0,1,0,30.18995
IMG/center_2020_02_08_19_13_14_517.jpg,IMG/left_2020_02_08_19_13_14_517.jpg,IMG/right_2020_02_08_19_13_14_517.jpg,0,1,0,30.18993
IMG/center_2020_02_08_19_13_14_638.jpg,IMG/left_2020_02_08_19_13_14_638.jpg,IMG/right_2020_02_08_19_13_14_638.jpg,0,1,0,30.18996
IMG/center_2020_02_08_19_13_14_753.jpg,IMG/left_2020_02_08_19_13_14_753.jpg,IMG/right_2020_02_08_19_13_14_753.jpg,0,1,0,30.18994
IMG/center_2020_02_08_19_13_14_871.jpg,IMG/left_2020_02_08_19_13_14_871.jpg,IMG/right_2020_02_08_19_13_14_871.jpg,0,1,0,30.18994
IMG/center_2020_02_08_19_13_14_989.jpg,IMG/left_2020_02_08_19_13_14_989.jpg,IMG/right_2020_02_08_19_13_14_989.jpg,0,1,0,30.18993
IMG/center_2020_02_08_19_13_15_103.jpg,IMG/left_2020_02_08_19_13_15_103.jpg,IMG/right_2020_02_08_19_13_15_103.jpg,0,1,0,30.18994
IMG/center_2020_02_08_19_13_15_225.jpg,IMG/left_2020_02_08_19_13_15_225.jpg,IMG/right_2020_02_08_19_13_15_225.jpg,0,1,0,30.18997
IMG/center_2020_02_08_19_13_15_358.jpg,IMG/left_2020_02_08_19_13_15_358.jpg,IMG/right_2020_02_08_19_13_15_358.jpg,0,1,0,30.18995
IMG/center_2020_02_08_19_13_15_427.jpg,IMG/left_2020_02_08_19_13_15_427.jpg,IMG/right_2020_02_08_19_13_15_427.jpg,0,1,0,30.18993
IMG/center_2020_02_08_19_13_15_561.jpg,IMG/left_2020_02_08_19_13_15_561.jpg,IMG/right_2020_02_08_19_13_15_561.jpg,0,1,0,30.18996
IMG/center_2020_02_08_19_13_15_636.jpg,IMG/left_2020_02_08_19_13_15_636.jpg,IMG/right_2020_02_08_19_13_15_636.jpg,0,1,0,30.18993
IMG/center_2020_02_08_19_13_15_702.jpg,IMG/left_2020_02_08_19_13_15_702.jpg,IMG/right_2020_02_08_19_13_15_702.jpg,0,1,0,30.18993
IMG/center_2020_02_08_19_13_15_769.jpg,IMG/left_2020_02_08_19_13_15_769.jpg,IMG/right_2020_02_08_19_13_15_769.jpg,0,1,0,30.18996
IMG/center_2020_02_08_19_13_15_902.jpg,IMG/left_2020_02_08_19_13_15_902.jpg,IMG/right_2020_02_08_19_13_15_902.jpg,0,1,0,30.18993
IMG/center_2020_02_08_19_13_16_003.jpg,IMG/left_2020_02_08_19_13_16_003.jpg,IMG/right_2020_02_08_19_13_16_003.jpg,0,1,0,30.18993
IMG/center_2020_02_08_19_13_16_087.jpg,IMG/left_2020_02_08_19_13_16_087.jpg,IMG/right_2020_02_08_19_13_16_087.jpg,0,1,0,30.18994
IMG/center_2020_02_08_19_13_16_211.jpg,IMG/left_2020_02_08_19_13_16_211.jpg,IMG/right_2020_02_08_19_13_16_211.jpg,0,1,0,30.18992
IMG/center_2020_02_08_19_13_16_279.jpg,IMG/left_2020_02_08_19_13_16_279.jpg,IMG/right_2020_02_08_19_13_16_279.jpg,0,1,0,30.18995
IMG/center_2020_02_08_19_13_16_399.jpg,IMG/left_2020_02_08_19_13_16_399.jpg,IMG/right_2020_02_08_19_13_16_399.jpg,0,1,0,30.18995
IMG/center_2020_02_08_19_13_16_471.jpg,IMG/left_2020_02_08_19_13_16_471.jpg,IMG/right_2020_02_08_19_13_16_471.jpg,-0.2,1,0,30.17963
IMG/center_2020_02_08_19_13_16_594.jpg,IMG/left_2020_02_08_19_13_16_594.jpg,IMG/right_2020_02_08_19_13_16_594.jpg,0,1,0,30.18988
IMG/center_2020_02_08_19_13_16_723.jpg,IMG/left_2020_02_08_19_13_16_723.jpg,IMG/right_2020_02_08_19_13_16_723.jpg,0,1,0,30.18996
IMG/center_2020_02_08_19_13_16_857.jpg,IMG/left_2020_02_08_19_13_16_857.jpg,IMG/right_2020_02_08_19_13_16_857.jpg,0,1,0,30.18999
IMG/center_2020_02_08_19_13_16_986.jpg,IMG/left_2020_02_08_19_13_16_986.jpg,IMG/right_2020_02_08_19_13_16_986.jpg,0,1,0,30.18998
IMG/center_2020_02_08_19_13_17_053.jpg,IMG/left_2020_02_08_19_13_17_053.jpg,IMG/right_2020_02_08_19_13_17_053.jpg,0,1,0,30.18998
IMG/center_2020_02_08_19_13_17_185.jpg,IMG/left_2020_02_08_19_13_17_185.jpg,IMG/right_2020_02_08_19_13_17_185.jpg,0,1,0,30.19002
IMG/center_2020_02_08_19_13_17_324.jpg,IMG/left_2020_02_08_19_13_17_324.jpg,IMG/right_2020_02_08_19_13_17_324.jpg,0,1,0,30.18998
IMG/center_2020_02_08_19_13_17_390.jpg,IMG/left_2020_02_08_19_13_17_390.jpg,IMG/right_2020_02_08_19_13_17_390.jpg,0,1,0,30.06557
IMG/center_2020_02_08_19_13_17_523.jpg,IMG/left_2020_02_08_19_13_17_523.jpg,IMG/right_2020_02_08_19_13_17_523.jpg,0,1,0,30.06191
IMG/center_2020_02_08_19_13_17_592.jpg,IMG/left_2020_02_08_19_13_17_592.jpg,IMG/right_2020_02_08_19_13_17_592.jpg,0,1,0,30.04686
IMG/center_2020_02_08_19_13_17_700.jpg,IMG/left_2020_02_08_19_13_17_700.jpg,IMG/right_2020_02_08_19_13_17_700.jpg,-0.2,1,0,29.98657
IMG/center_2020_02_08_19_13_17_739.jpg,IMG/left_2020_02_08_19_13_17_739.jpg,IMG/right_2020_02_08_19_13_17_739.jpg,-0.35,1,0,30.19707
IMG/center_2020_02_08_19_13_17_869.jpg,IMG/left_2020_02_08_19_13_17_869.jpg,IMG/right_2020_02_08_19_13_17_869.jpg,0,1,0,30.18751
IMG/center_2020_02_08_19_13_17_935.jpg,IMG/left_2020_02_08_19_13_17_935.jpg,IMG/right_2020_02_08_19_13_17_935.jpg,0,1,0,30.18977
IMG/center_2020_02_08_19_13_18_001.jpg,IMG/left_2020_02_08_19_13_18_001.jpg,IMG/right_2020_02_08_19_13_18_001.jpg,0,1,0,30.19038
IMG/center_2020_02_08_19_13_18_073.jpg,IMG/left_2020_02_08_19_13_18_073.jpg,IMG/right_2020_02_08_19_13_18_073.jpg,0,1,0,30.1904
IMG/center_2020_02_08_19_13_18_145.jpg,IMG/left_2020_02_08_19_13_18_145.jpg,IMG/right_2020_02_08_19_13_18_145.jpg,0,1,0,30.19036
IMG/center_2020_02_08_19_13_18_279.jpg,IMG/left_2020_02_08_19_13_18_279.jpg,IMG/right_2020_02_08_19_13_18_279.jpg,0,1,0,30.19032
IMG/center_2020_02_08_19_13_18_406.jpg,IMG/left_2020_02_08_19_13_18_406.jpg,IMG/right_2020_02_08_19_13_18_406.jpg,0,1,0,30.1903
IMG/center_2020_02_08_19_13_18_487.jpg,IMG/left_2020_02_08_19_13_18_487.jpg,IMG/right_2020_02_08_19_13_18_487.jpg,0,1,0,30.1903
IMG/center_2020_02_08_19_13_18_563.jpg,IMG/left_2020_02_08_19_13_18_563.jpg,IMG/right_2020_02_08_19_13_18_563.jpg,0,1,0,30.19029
IMG/center_2020_02_08_19_13_18_632.jpg,IMG/left_2020_02_08_19_13_18_632.jpg,IMG/right_2020_02_08_19_13_18_632.jpg,0,1,0,30.1903
IMG/center_2020_02_08_19_13_18_742.jpg,IMG/left_2020_02_08_19_13_18_742.jpg,IMG/right_2020_02_08_19_13_18_742.jpg,0,1,0,30.1903
IMG/center_2020_02_08_19_13_18_815.jpg,IMG/left_2020_02_08_19_13_18_815.jpg,IMG/right_2020_02_08_19_13_18_815.jpg,0,1,0,30.19029
IMG/center_2020_02_08_19_13_18_882.jpg,IMG/left_2020_02_08_19_13_18_882.jpg,IMG/right_2020_02_08_19_13_18_882.jpg,0,1,0,30.19031
IMG/center_2020_02_08_19_13_18_999.jpg,IMG/left_2020_02_08_19_13_18_999.jpg,IMG/right_2020_02_08_19_13_18_999.jpg,0,1,0,30.19031
IMG/center_2020_02_08_19_13_19_073.jpg,IMG/left_2020_02_08_19_13_19_073.jpg,IMG/right_2020_02_08_19_13_19_073.jpg,0,1,0,30.19029
IMG/center_2020_02_08_19_13_19_140.jpg,IMG/left_2020_02_08_19_13_19_140.jpg,IMG/right_2020_02_08_19_13_19_140.jpg,0,1,0,30.19031
IMG/center_2020_02_08_19_13_19_258.jpg,IMG/left_2020_02_08_19_13_19_258.jpg,IMG/right_2020_02_08_19_13_19_258.jpg,0,1,0,30.19043
IMG/center_2020_02_08_19_13_19_327.jpg,IMG/left_2020_02_08_19_13_19_327.jpg,IMG/right_2020_02_08_19_13_19_327.jpg,0,1,0,30.1903
IMG/center_2020_02_08_19_13_19_453.jpg,IMG/left_2020_02_08_19_13_19_453.jpg,IMG/right_2020_02_08_19_13_19_453.jpg,0,1,0,30.1902
IMG/center_2020_02_08_19_13_19_586.jpg,IMG/left_2020_02_08_19_13_19_586.jpg,IMG/right_2020_02_08_19_13_19_586.jpg,0,1,0,30.1903
IMG/center_2020_02_08_19_13_19_710.jpg,IMG/left_2020_02_08_19_13_19_710.jpg,IMG/right_2020_02_08_19_13_19_710.jpg,0,1,0,30.19031
IMG/center_2020_02_08_19_13_19_834.jpg,IMG/left_2020_02_08_19_13_19_834.jpg,IMG/right_2020_02_08_19_13_19_834.jpg,0,1,0,30.19034
IMG/center_2020_02_08_19_13_19_961.jpg,IMG/left_2020_02_08_19_13_19_961.jpg,IMG/right_2020_02_08_19_13_19_961.jpg,-0.3,1,0,30.16928
IMG/center_2020_02_08_19_13_20_096.jpg,IMG/left_2020_02_08_19_13_20_096.jpg,IMG/right_2020_02_08_19_13_20_096.jpg,0,1,0,30.18828
IMG/center_2020_02_08_19_13_20_224.jpg,IMG/left_2020_02_08_19_13_20_224.jpg,IMG/right_2020_02_08_19_13_20_224.jpg,0,1,0,30.19012
IMG/center_2020_02_08_19_13_20_339.jpg,IMG/left_2020_02_08_19_13_20_339.jpg,IMG/right_2020_02_08_19_13_20_339.jpg,0,1,0,30.19072
IMG/center_2020_02_08_19_13_20_463.jpg,IMG/left_2020_02_08_19_13_20_463.jpg,IMG/right_2020_02_08_19_13_20_463.jpg,-0.3,1,0,30.17009
IMG/center_2020_02_08_19_13_20_584.jpg,IMG/left_2020_02_08_19_13_20_584.jpg,IMG/right_2020_02_08_19_13_20_584.jpg,-0.6000001,1,0,30.13354
IMG/center_2020_02_08_19_13_20_706.jpg,IMG/left_2020_02_08_19_13_20_706.jpg,IMG/right_2020_02_08_19_13_20_706.jpg,0,1,0,30.18892
IMG/center_2020_02_08_19_13_20_823.jpg,IMG/left_2020_02_08_19_13_20_823.jpg,IMG/right_2020_02_08_19_13_20_823.jpg,0,1,0,30.19003
IMG/center_2020_02_08_19_13_20_949.jpg,IMG/left_2020_02_08_19_13_20_949.jpg,IMG/right_2020_02_08_19_13_20_949.jpg,0,1,0,30.19028
IMG/center_2020_02_08_19_13_21_066.jpg,IMG/left_2020_02_08_19_13_21_066.jpg,IMG/right_2020_02_08_19_13_21_066.jpg,0,1,0,30.19027
IMG/center_2020_02_08_19_13_21_187.jpg,IMG/left_2020_02_08_19_13_21_187.jpg,IMG/right_2020_02_08_19_13_21_187.jpg,0,1,0,30.19094
IMG/center_2020_02_08_19_13_21_315.jpg,IMG/left_2020_02_08_19_13_21_315.jpg,IMG/right_2020_02_08_19_13_21_315.jpg,-0.3,1,0,30.1692
